削减护甲	Bypass Armor	1
削减护甲	Обход брони	3
修理	Repair	4
修理	Ремонтировать	1
干扰冲击	Disruption Blast	1
干扰冲击	Дестабилизирующий взрыв	2
时空提速	Chrono Boost	3
时空提速	Темпоральное ускорение	2
星灵枢纽护盾超载	Nexus Shield Overcharge	1
星灵枢纽护盾超载	Перегрузка щита нексуса	2
相位变换	Phase Shift	1
相位变换	Фазовый сдвиг	2
哺液	Transfusion	2
哺液	Переливание	1
KD8型炸弹	KD8 Charge	1
KD8型炸弹	Взрывчатка KD8	2
星灵枢纽护盾超载关闭	Nexus Shield Overcharge Off	1
星灵枢纽护盾超载关闭	Перегрузка щита нексуса отключена	1
净化新星	Purification Nova	1
净化新星	Взрыв очищения	2
变异为破坏者	Morph To Ravager	1
变异为破坏者	Мутировать в разорителя	1
恢复	Restitution	1
恢复	По умолчанию	1
机动突击型载具。可以使用锁定技能在移动状态下快速开火。<n/><n/><c val="#ColorAttackInfo">可以对地。</c>	Мобильная штурмовая машина. Может использовать способность «Захват цели», чтобы вести огонь во время движения.<n/><n/><c val="#ColorAttackInfo">Атакует только наземные цели.</c>	1
机动突击型载具。可以使用锁定技能在移动状态下快速开火。<n/><n/><c val="#ColorAttackInfo">可以对地。</c>	Мобильная штурмовая машина. Может использовать способность «Захват цели», чтобы вести огонь во время движения.<n/><n/><c val="#ColorAttackInfo">Атакует наземные и воздушные цели.</c>	1
拦截机	Interceptors	2
拦截机	Перехватчик	1
拦截机	Перехватчики	1
瓦解射线	Disruption Beam	2
瓦解射线	Разрушающий луч	1
脉冲光线	Pulsar Beam	1
脉冲光线	Пульсарный луч	4
棱镜光束	Призматический луч	2
棱镜光束	Prismatic Beam	15
预视	Envision	1
预视	Предвидение	2
先知武器	Oracle Weapon	1
先知武器	Оракул - оружие	1
雷兽武器冷却时间	Ultralisk Weapon Cooldown	1
雷兽武器冷却时间	Восстановление атаки ультралиска	1
虫群之心虚空辉光舰伤害提升	Void Ray Swarm Damage Boost	1
虫群之心虚空辉光舰伤害提升	Излучатель Пустоты - Swarm - урон - ускорение	1
虚空虹吸	Void Siphon	1
虚空虹吸	Поток Пустоты	2
猎杀飞弹	Seeker Missile	1
猎杀飞弹	Ракета «Гончая»	3
群体召回	Mass Recall	6
群体召回	Массовая телепортация	1
让虫群宿主孵化的蝗虫可以飞行。飞行蝗虫可以使用俯冲降落至地面进行攻击。	Наделяет саранчидов, порождаемых роевиками, возможностью летать. Летающие саранчиды используют способность «Пикирование», чтобы приземлиться и атаковать противника.	1
